Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Venezuela, RB",VEN,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.820203,98.2395324707031,98.3233337402344,99,98.484130859375,98.7,98.4,98.9,98.9,99.9,99.8,95.7,99.1,98.8,99.3,98.9,98.9,99,99.1,98.8,99.3,99.4,100,100,99.4,99.2,99.9,99.8,99.9,100,100,100,..
"Venezuela, RB",VEN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,15.6752756028203,14.8090586145648,14.225232853514,13.882122662027,14.7548895810534,15.5941990771259,15.2626784087458,15.7902702702703,16.2719521647658,17.0879156493745,16.726381547333,16.7928457674874,18.2226594257097,19.389240031125,16.9127893508206,24.3006655489509,29.1585741354808,29.9957612423413,33.4597184431563,28.4779312303538,27.4655882549636,26.6965162267538,29.2423129214332,30.6611541798053,24.6726989658916,24.8802236084185,30.6132403326437,28.8974198078461,29.9923392531402,20.1859025756094,16.5877887613573,18.4138427360467,18.5883374081413,15.765150205275,9.19843433651805,8.65591976901998,8.12661346910004,12.6068964516111,12.0405144398492,11.2142857878971,10.4838423233885,12.3700667445056,10.1271663738157,8.90612621463873,11.081772129298,13.214871769626,17.0371328682102,23.4811724669825,21.4696738075916,23.6136286787978,18.8543354200342,20.4742256485103,25.3037496584734,29.8961496920909,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.9558071218172,16.7138980209346,17.6131189948695,17.687504221237,18.7748260260811,17.5777693389324,17.0761274214433,17.156524807106,17.0568720044845,16.9720546148755,16.5332334469819,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.613,62.875,63.933,64.977,66.009,67.022,68.022,69.005,69.973,70.92,71.852,72.764,73.575,74.325,75.063,75.786,76.496,77.189,77.868,78.533,79.185,79.82,80.382,80.907,81.422,81.925,82.418,82.9,83.372,83.833,84.284,84.664,85.012,85.352,85.686,86.014,86.336,86.65,86.959,87.262,87.559,87.85,87.876,87.902,87.928,87.954,87.98,88.006,88.031,88.057,88.083,88.108,88.123,88.133,88.144,88.154,88.165,88.183,88.208,88.24,88.279,88.325,88.378,88.438,..
"Venezuela, RB",VEN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.0112068834957982,0.116531749628784,0.977339163778842,0.488166766177641,-0.716197680195395,0.182497796790796,0.353015101635455,0.296447130509478,0.197292275281261,0.121216083010833,0.0445537353218768,0.0650687074892534,0.0621084180332786,0.0516284297736216,0.0202639569001589,0.0137132153389714,-0.048217479029165,-0.0230311283662635,-0.0382931667179268,0.0216941597203291,0.0327695043894472,0.0258140930561457,0.0280485015886613,0.027275528725326,0.0301527136817625,0.0276399103372289,0.0354414151402331,0.0494505143525921,0.0455731944417292,0.156769552252737,0.168252218740796,0.059010003871397,0.0591949752058308,0.0721677376406692,0.0487125719409764,0.0594593626241813,0.0524281429916007,0.00887564951426806,0.0452383457559025,0.0453642031025842,0.0675058003092932,0.0372432170289081,0.0638864955419307,0.101212097955768,0.0428313125152444,0.0340512816874163,0.0313742724791168,0.0313666398235222,0.0189683422085962,0.0180513067688762,0.0136761098102058,0.015880418229661,0.0136823492904415,0.01052990882315,0.00904318280904659,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,21.8037526217335,21.8831132021994,21.9624737826654,22.0441018082875,22.1234623887535,22.2028229692194,22.2957882206224,22.4000906978062,22.4930559492092,22.5984921489711,22.7039283487331,22.7481435292784,22.8773879031801,22.9510798707556,23.0123008899722,23.2073011734029,23.4499178051131,23.5134062694859,23.6948018819795,23.8308485913497,23.8535230429114,23.9895697522816,24.1256164616518,24.2503259452412,24.5337565897625,24.7718383311604,24.8965478147497,24.953233943654,24.726489428037,24.7831755569412,24.779774389207,24.4963437446857,24.4918088543733,24.4952100221076,24.5065472478884,24.5178844736693,24.5292216994501,24.5292216994501,24.5258205317159,24.5280879768721,24.5314891446063,24.5314891446063,24.420384331954,24.4770704608582,24.4827390737487,24.4373901706252,24.4419250609376,24.4884076866391,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,..,..
"Venezuela, RB",VEN,Rural population (% of total population),SP.RUR.TOTL.ZS,38.387,37.125,36.067,35.023,33.991,32.978,31.978,30.995,30.027,29.08,28.148,27.236,26.425,25.675,24.937,24.214,23.504,22.811,22.132,21.467,20.815,20.18,19.618,19.093,18.578,18.075,17.582,17.1,16.628,16.167,15.716,15.336,14.988,14.648,14.314,13.986,13.664,13.35,13.041,12.738,12.441,12.15,12.124,12.098,12.072,12.046,12.02,11.994,11.969,11.943,11.917,11.892,11.877,11.867,11.856,11.846,11.835,11.817,11.792,11.76,11.721,11.675,11.622,11.562,..
"Venezuela, RB",VEN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.643,49.042,49.434,49.132,48.56,48.544,48.716,48.776,48.997,48.18,47.986,48.568,47.839,46.589,47.648,49.456,50.019,49.726,49.734,50.004,49.601,49.644,49.493,49.084,48.676,48.27,47.868,46.242,44.917,42.394,39.84,40.127,37.634,38.018,37.694
Antigua and Barbuda,ATG,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
